68
164,-10,0
166,-115,0
168,-221,0
173,-326,0
188,-427,0
190,-533,0
190,-633,0
192,-737,0
175,-839,0
88,-893,0
-2,-845,0
-34,-743,0
28,-664,0
287,-594,0
392,-565,0
486,-523,0
540,-431,0
523,-326,0
486,-222,0
466,-122,0
387,-54,0
308,13,0
278,112,0
294,211,0
287,311,0
285,411,0
193,367,0
170,261,0
164,152,0
268,-219,0
364,-170,0
283,-379,0
-129,-705,0
-232,-736,0
-339,-730,0
-372,-632,0
-451,-569,0
-437,-465,0
-416,-360,0
-392,-257,0
-331,-175,0
-250,-103,0
-191,-17,0
-213,88,0
-231,195,0
-240,297,0
-228,397,0
-165,479,0
-83,542,0
-57,444,0
-118,363,0
34,402,0
26,301,0
14,197,0
4,94,0
29,-9,0
0,-108,0
5,-209,0
-13,-315,0
-8,-418,0
-6,-521,0
-173,-614,0
-186,-508,0
-231,-417,0
-258,-317,0
-154,-312,0
-101,-121,0
-75,5,0
